id-query,id,kudos_delta,hits_delta,comments_delta,bookmarks_delta,words_delta,chapters_delta,modified_before_window,hits,kudos,comments,bookmarks,words,chapters,language,restricted,complete,crossover,date_queried,time_elapsed,query_batch
51535453-6,51535453,1,20,1,0,0,0,False,0,0,0,0,7587,3,中文-普通话 國語,False,True,False,2023-11-12 05:54:52.918606,1 days 00:00:02.246034,6
48280159-6,48280159,5,55,1,1,0,0,False,2206,88,47,13,47805,13,English,False,False,False,2023-11-12 05:54:52.920077,1 days 00:00:02.628878,6
50285560-6,50285560,5,278,0,1,0,0,False,3696,115,12,25,82252,12,English,False,False,False,2023-11-12 05:54:52.921779,1 days 00:00:02.628919,6
51535729-6,51535729,23,590,0,1,0,0,False,0,0,0,0,1290,1,English,False,True,False,2023-11-12 05:54:52.923003,1 days 00:00:02.628856,6
51493189-6,51493189,21,478,2,2,1,0,False,574,31,2,5,8152,3,English,False,False,False,2023-11-12 05:54:52.925878,1 days 00:00:02.627402,6
51504238-6,51504238,3,69,0,0,-5,0,False,62,3,0,0,1730,2,English,False,False,False,2023-11-12 05:54:52.927352,1 days 00:00:02.627400,6
51312073-6,51312073,37,1780,10,12,0,0,False,12276,480,170,143,17689,9,English,False,False,False,2023-11-12 05:54:53.345366,1 days 00:00:02.211047,6
51205786-7,51205786,0,1,0,0,0,0,True,21,3,4,0,62375,13,English,False,False,True,2023-11-12 06:55:03.052092,1 days 00:00:00.221273,7
50292550-7,50292550,0,28,0,0,0,0,True,101,2,0,1,585,4,English,False,False,True,2023-11-12 06:55:03.047038,1 days 00:00:00.221057,7
51535624-6,51535624,29,244,0,2,0,0,False,0,0,0,0,1308,1,English,False,True,False,2023-11-12 05:54:53.350647,1 days 00:00:02.207075,6
32471023-6,32471023,0,17,1,0,0,0,False,690,10,13,2,25984,14,English,False,False,True,2023-11-12 05:54:53.353295,1 days 00:00:02.206863,6
51535627-7,51535627,1,2,0,0,0,0,True,0,0,0,0,7150,4,中文-普通话 國語,False,True,False,2023-11-12 06:55:02.552210,1 days 00:00:00.380508,7
51535450-6,51535450,159,1951,14,34,0,0,False,0,0,0,0,5729,1,English,False,True,False,2023-11-12 05:54:53.355210,1 days 00:00:02.206137,6
51535717-6,51535717,1,47,0,0,-1,0,False,0,0,0,0,1931,1,中文-普通话 國語,False,True,False,2023-11-12 05:54:53.356124,1 days 00:00:02.206216,6
51535633-6,51535633,14,75,2,2,0,0,False,0,0,0,0,1998,1,English,False,True,False,2023-11-12 05:54:53.357356,1 days 00:00:02.206278,6
39659739-6,39659739,13,215,4,-2,0,0,False,5612,369,46,58,10176,4,English,False,False,False,2023-11-12 05:54:53.358717,1 days 00:00:02.206278,6
49360645-6,49360645,0,22,0,0,0,0,False,502,14,27,4,35528,12,English,False,False,False,2023-11-12 05:54:53.361910,1 days 00:00:02.204684,6
51535711-6,51535711,2,53,0,0,0,0,False,0,0,0,0,20061,1,中文-普通话 國語,False,True,False,2023-11-12 05:54:53.362785,1 days 00:00:02.204750,6
51530308-6,51530308,6,39,0,1,0,0,False,0,0,0,0,4336,1,English,False,True,True,2023-11-12 05:54:53.364391,1 days 00:00:02.204809,6
51535693-6,51535693,0,2,0,0,0,0,False,0,0,0,0,3717,2,English,False,True,False,2023-11-12 05:54:53.365778,1 days 00:00:02.204777,6
51535705-6,51535705,0,0,0,0,0,0,False,0,0,0,0,978,1,Tiếng Việt,False,True,False,2023-11-12 05:54:53.366580,1 days 00:00:02.204801,6
51395962-6,51395962,1,23,0,0,0,0,False,60,3,0,0,5055,3,English,False,False,False,2023-11-12 05:54:53.369717,1 days 00:00:02.202674,6
51535699-6,51535699,0,10,0,0,0,0,False,0,0,0,0,4647,1,中文-普通话 國語,False,True,False,2023-11-12 05:54:53.370722,1 days 00:00:02.202689,6
51535615-6,51535615,25,138,8,1,-12,0,False,0,1,0,0,2327,1,中文-普通话 國語,False,False,False,2023-11-12 05:54:53.746628,1 days 00:00:01.827767,6
44659774-6,44659774,0,10,0,0,1525,0,True,559,4,0,2,28532,36,English,False,False,False,2023-11-12 05:54:53.748272,1 days 00:00:02.277044,6
44659774-20,44659774,0,6,0,0,0,0,True,573,4,0,2,30057,36,English,False,False,False,2023-11-13 19:57:48.143089,1 days 00:00:01.491796,20
50709712-6,50709712,0,67,0,0,0,0,False,274,10,0,1,4836,5,English,False,True,False,2023-11-12 05:54:53.749413,1 days 00:00:02.278057,6
51513367-6,51513367,2,50,0,0,0,0,False,47,4,0,0,6112,2,English,False,False,False,2023-11-12 05:54:53.750792,1 days 00:00:02.277979,6
51535678-6,51535678,14,187,0,2,0,0,False,0,0,0,0,4329,1,中文-普通话 國語,False,True,True,2023-11-12 05:54:53.751739,1 days 00:00:02.277965,6
51535675-6,51535675,23,525,8,2,0,0,False,0,0,0,0,4094,1,English,False,True,False,2023-11-12 05:54:53.753163,1 days 00:00:02.277618,6
50072896-6,50072896,8,237,12,2,0,0,False,6540,268,85,69,47813,19,English,False,False,False,2023-11-12 05:54:53.754672,1 days 00:00:02.277512,6
51535669-6,51535669,10,99,2,1,0,0,False,0,0,0,0,1906,1,English,False,True,True,2023-11-12 05:54:53.755969,1 days 00:00:02.277513,6
51535660-6,51535660,14,131,0,1,0,0,False,0,0,0,0,2971,1,English,False,True,False,2023-11-12 05:54:53.757145,1 days 00:00:02.277537,6
51535663-6,51535663,6,82,2,1,0,0,False,0,0,0,0,2563,1,English,False,True,False,2023-11-12 05:54:53.758336,1 days 00:00:02.277611,6
51418309-23,51418309,6,348,14,2,0,0,True,2142,128,88,13,69466,8,English,False,False,False,2023-11-14 01:57:44.116979,1 days 00:00:00.691240,23
51535519-6,51535519,2,23,0,0,-1,0,False,0,0,0,0,1018,1,English,False,True,True,2023-11-12 05:54:53.760363,1 days 00:00:02.276607,6
51534916-6,51534916,28,258,10,3,0,0,False,0,0,0,0,4299,1,English,False,True,False,2023-11-12 05:54:53.761460,1 days 00:00:02.276656,6
51535657-6,51535657,1,62,0,0,0,0,False,0,0,0,0,4434,1,English,False,True,False,2023-11-12 05:54:53.762657,1 days 00:00:02.276663,6
48053653-6,48053653,2,36,2,1,0,0,False,1315,96,60,15,19022,12,中文-普通话 國語,False,False,False,2023-11-12 05:54:53.763802,1 days 00:00:02.276592,6
51535654-6,51535654,9,91,0,1,0,0,False,0,0,0,0,2332,1,English,False,True,False,2023-11-12 05:54:53.765031,1 days 00:00:02.276795,6
51533290-6,51533290,2,17,2,1,0,0,False,0,0,0,0,32,1,English,False,True,False,2023-11-12 05:54:53.766396,1 days 00:00:02.276844,6
51359350-6,51359350,0,19,0,0,0,0,False,115,2,0,2,10706,10,English,False,False,True,2023-11-12 05:54:53.768631,1 days 00:00:02.275687,6
51535648-18,51535648,0,19,0,0,0,0,True,36,2,0,1,1797,2,English,False,False,False,2023-11-12 17:55:06.031800,1 days 00:00:00.878933,18
51535639-6,51535639,5,11,0,0,0,0,False,0,0,0,0,2248,1,English,False,True,False,2023-11-12 05:54:54.102999,1 days 00:00:01.942246,6
51362710-6,51362710,20,604,5,8,0,0,False,1538,115,16,31,5251,3,English,False,False,False,2023-11-12 05:54:54.104588,1 days 00:00:01.941995,6
51535405-6,51535405,7,32,0,0,0,0,False,0,0,0,0,703,1,English,False,True,False,2023-11-12 05:54:54.105624,1 days 00:00:01.941909,6
50928199-6,50928199,14,181,9,-1,0,0,False,655,76,44,17,14620,4,English,False,True,False,2023-11-12 05:54:54.107053,1 days 00:00:02.380385,6
51535630-6,51535630,17,87,3,0,43,0,False,0,0,0,0,896,1,English,False,False,False,2023-11-12 05:54:54.108538,1 days 00:00:02.380416,6
51249319-6,51249319,8,131,3,2,0,0,False,664,31,19,7,25337,6,English,False,False,True,2023-11-12 05:54:54.110169,1 days 00:00:02.380372,6
43642852-8,43642852,14,181,4,4,0,0,True,2007,192,17,35,14861,7,English,False,False,False,2023-11-12 07:55:01.435651,1 days 00:00:00.701059,8
49225816-6,49225816,4,109,4,0,0,0,False,3540,243,92,16,13290,41,English,False,False,False,2023-11-12 05:54:54.113664,1 days 00:00:02.378936,6
51535618-6,51535618,3,14,1,0,0,0,False,0,0,0,0,1807,1,English,False,True,True,2023-11-12 05:54:54.114716,1 days 00:00:02.378988,6
7599949-10,7599949,0,8,0,0,0,0,True,4693,65,4,2,295644,1911,English,False,False,False,2023-11-12 09:54:54.772601,1 days 00:00:00.945290,10
51535444-7,51535444,3,35,0,0,-482,0,True,1,0,0,0,3201,2,English,False,False,True,2023-11-12 06:55:03.043963,1 days 00:00:00.220875,7
51535507-6,51535507,0,100,5,1,0,0,False,0,0,0,0,1723,1,English,False,True,False,2023-11-12 05:54:54.120522,1 days 00:00:02.376102,6
40835325-6,40835325,3,184,2,2,0,0,False,1967,151,2,14,960,2,English,False,False,False,2023-11-12 05:54:54.122123,1 days 00:00:02.376109,6
51535609-6,51535609,3,17,0,0,0,0,False,0,0,0,0,891,1,English,False,True,False,2023-11-12 05:54:54.123224,1 days 00:00:02.376057,6
51524833-6,51524833,21,104,2,3,0,0,False,0,0,0,0,4098,1,English,False,True,False,2023-11-12 05:54:54.124600,1 days 00:00:02.376135,6
51535606-6,51535606,1,58,0,0,0,0,False,0,0,0,0,509,1,English,False,True,False,2023-11-12 05:54:54.125638,1 days 00:00:02.376087,6
50844334-6,50844334,11,102,1,0,0,0,False,926,72,6,12,8094,5,English,False,False,False,2023-11-12 05:54:54.126845,1 days 00:00:02.376067,6
46757590-6,46757590,1,84,1,1,0,0,False,2716,34,29,6,46532,30,English,False,False,False,2023-11-12 05:54:54.128085,1 days 00:00:02.376615,6
51512449-6,51512449,15,104,1,2,0,0,False,10,2,0,0,6278,2,English,False,True,False,2023-11-12 05:54:54.129480,1 days 00:00:02.376560,6
51535600-6,51535600,6,43,1,0,0,0,False,0,0,0,0,2654,1,English,False,True,False,2023-11-12 05:54:54.512845,1 days 00:00:01.994432,6
40670118-7,40670118,12,345,16,3,0,0,True,5727,378,21,74,10304,7,English,False,False,False,2023-11-12 06:54:53.303613,1 days 00:00:02.078601,7
49567207-6,49567207,7,180,4,2,0,0,False,2157,75,19,9,40244,11,English,False,False,True,2023-11-12 05:54:54.517512,1 days 00:00:01.991308,6
51482701-6,51482701,1,15,0,0,0,0,False,15,0,0,0,12506,22,English,False,False,True,2023-11-12 05:54:54.519014,1 days 00:00:01.991154,6
51535585-6,51535585,0,45,0,1,0,0,False,0,0,0,0,890,1,English,False,True,False,2023-11-12 05:54:54.519977,1 days 00:00:01.991269,6
48240211-6,48240211,11,165,0,0,0,0,False,2329,101,75,16,56356,28,English,False,False,False,2023-11-12 05:54:54.521687,1 days 00:00:01.991284,6
51532828-6,51532828,3,43,0,0,0,0,False,0,0,0,0,3391,1,English,False,True,False,2023-11-12 05:54:54.522655,1 days 00:00:01.991305,6
50811295-6,50811295,0,13,0,0,0,0,False,149,5,12,1,9248,15,English,False,True,True,2023-11-12 05:54:54.523821,1 days 00:00:02.344723,6
51535570-6,51535570,7,15,1,1,1,0,False,0,0,0,0,2665,1,English,False,False,False,2023-11-12 05:54:54.526613,1 days 00:00:02.343158,6
51196426-7,51196426,0,22,6,0,0,0,True,100,6,5,1,27323,9,English,False,False,False,2023-11-12 06:55:03.816195,0 days 23:59:59.941702,7
50960533-6,50960533,6,112,1,0,0,0,False,624,59,6,13,15230,6,English,False,False,False,2023-11-12 05:54:54.530950,1 days 00:00:02.340257,6
49145920-6,49145920,7,256,2,5,0,0,False,8494,160,32,154,31296,14,English,False,False,False,2023-11-12 05:54:54.532649,1 days 00:00:02.340322,6
47841097-6,47841097,1,36,0,0,0,0,False,1117,72,8,5,33107,9,English,False,False,False,2023-11-12 05:54:54.534269,1 days 00:00:02.340044,6
51535567-6,51535567,142,931,8,13,0,0,False,2,0,0,0,18659,1,English,False,True,False,2023-11-12 05:54:54.535898,1 days 00:00:02.339846,6
39449055-7,39449055,0,25,35,0,0,0,True,5521,79,1335,4,628881,192,English,False,False,False,2023-11-12 06:55:01.191526,1 days 00:00:00.447942,7
51491575-6,51491575,1,15,1,0,0,0,False,18,2,2,0,4458,2,English,False,False,False,2023-11-12 05:54:54.538104,1 days 00:00:02.338930,6
48484408-6,48484408,0,5,0,0,0,0,False,299,10,9,2,161858,32,English,False,False,False,2023-11-12 05:54:54.540697,1 days 00:00:02.338923,6
51535564-6,51535564,17,612,0,1,0,0,False,0,0,0,0,1315,1,Bahasa Indonesia,False,True,False,2023-11-12 05:54:54.981459,1 days 00:00:01.899294,6
46328914-6,46328914,0,1,0,0,0,0,False,840,13,2,9,350389,184,English,False,False,False,2023-11-12 05:54:54.982500,1 days 00:00:01.899343,6
51535558-6,51535558,1,12,0,0,0,0,False,0,0,0,0,2465,1,English,False,False,True,2023-11-12 05:54:54.984300,1 days 00:00:01.899379,6
49307086-6,49307086,0,80,2,0,0,0,False,4379,106,105,10,104352,29,English,False,False,False,2023-11-12 05:54:54.985806,1 days 00:00:01.899387,6
51535555-6,51535555,1,2,2,1,0,0,False,0,0,0,0,700,1,English,False,True,False,2023-11-12 05:54:54.986966,1 days 00:00:01.899507,6
51535537-6,51535537,8,39,2,2,0,0,False,0,0,0,0,826,1,English,False,True,False,2023-11-12 05:54:54.988199,1 days 00:00:01.899660,6
45952117-6,45952117,3,165,2,0,0,0,False,5052,159,63,28,23524,16,English,False,False,False,2023-11-12 05:54:54.990625,1 days 00:00:01.899661,6
51535552-6,51535552,58,1043,4,5,0,0,False,0,0,0,0,5515,1,English,False,True,False,2023-11-12 05:54:54.992003,1 days 00:00:01.899720,6
50658856-6,50658856,0,137,4,2,0,0,False,1865,70,54,8,24651,16,English,False,False,False,2023-11-12 05:54:54.993276,1 days 00:00:01.899572,6
50210155-6,50210155,18,352,10,0,0,0,False,1058,79,20,25,16958,3,English,False,False,False,2023-11-12 05:54:54.994801,1 days 00:00:01.899662,6
49872655-6,49872655,23,500,23,1,-1,0,False,3846,260,169,43,42201,7,English,False,False,False,2023-11-12 05:54:54.997447,1 days 00:00:01.898784,6
51535531-6,51535531,1,12,3,0,0,0,False,0,0,0,0,2775,1,English,False,True,False,2023-11-12 05:54:54.998535,1 days 00:00:01.898941,6
51306499-6,51306499,16,157,3,2,0,0,False,695,63,12,7,10442,3,English,False,False,False,2023-11-12 05:54:54.999740,1 days 00:00:02.305582,6
51102418-6,51102418,18,386,0,2,0,0,False,111,9,3,2,1549,4,English,False,True,False,2023-11-12 05:54:55.001437,1 days 00:00:02.306549,6
51210622-6,51210622,0,1,0,0,0,0,False,3,1,0,0,13464,3,English,False,True,False,2023-11-12 05:54:55.003015,1 days 00:00:02.306244,6
47483194-6,47483194,3,87,6,1,0,0,False,6973,178,110,30,177278,42,English,False,False,False,2023-11-12 05:54:55.335282,1 days 00:00:01.975673,6
51005002-6,51005002,0,15,1,0,0,0,False,51,5,4,0,7148,5,English,False,False,False,2023-11-12 05:54:55.336287,1 days 00:00:01.975729,6
51277303-6,51277303,2,13,0,0,0,0,True,161,7,4,0,28002,18,English,False,False,False,2023-11-12 05:54:55.337291,1 days 00:00:01.975739,6
36034402-6,36034402,2,111,5,0,0,0,False,45248,1326,942,127,345552,239,English,False,False,False,2023-11-12 05:54:55.338550,1 days 00:00:01.975752,6
51535528-6,51535528,19,219,5,1,0,0,False,0,0,0,0,865,1,English,False,True,False,2023-11-12 05:54:55.339659,1 days 00:00:01.975834,6
49338487-6,49338487,5,195,11,0,0,0,False,4853,175,89,30,92865,18,English,False,False,False,2023-11-12 05:54:55.341834,1 days 00:00:01.976002,6
51535510-6,51535510,3,148,0,0,0,0,False,0,0,0,0,2574,1,English,False,True,False,2023-11-12 05:54:55.342969,1 days 00:00:01.976193,6
49329118-6,49329118,6,318,2,3,0,0,False,8584,208,50,37,65569,13,English,False,False,False,2023-11-12 05:54:55.344442,1 days 00:00:01.976241,6
51535516-6,51535516,7,58,0,2,0,0,False,0,0,0,0,2181,1,English,False,True,False,2023-11-12 05:54:55.345406,1 days 00:00:01.976320,6
51535486-6,51535486,0,9,11,0,0,0,False,0,0,0,0,1488,1,English,False,True,False,2023-11-12 05:54:55.346586,1 days 00:00:01.976378,6
51535504-6,51535504,9,75,1,1,0,0,False,0,0,0,0,56,1,English,False,True,False,2023-11-12 05:54:55.347665,1 days 00:00:01.976521,6
47318299-6,47318299,0,41,0,0,0,0,False,1867,11,0,2,189301,26,English,False,True,False,2023-11-12 05:54:55.349175,1 days 00:00:01.976587,6
51535525-6,51535525,0,6,0,0,0,0,False,0,0,0,0,2253,1,English,False,True,False,2023-11-12 05:54:55.350350,1 days 00:00:01.976647,6
51426703-6,51426703,0,17,0,0,0,0,False,118,1,0,0,14170,5,中文-普通话 國語,False,True,False,2023-11-12 05:54:55.351238,1 days 00:00:01.976760,6
51535483-6,51535483,3,12,0,0,0,0,False,0,0,0,0,1206,1,Español,False,False,False,2023-11-12 05:54:55.352455,1 days 00:00:01.976963,6
51535501-6,51535501,15,134,1,0,0,0,True,0,0,0,0,1985,1,English,False,False,False,2023-11-12 05:54:55.354117,1 days 00:00:01.977056,6
51535501-23,51535501,7,106,2,0,0,0,True,159,16,2,0,3913,2,English,False,False,False,2023-11-14 01:57:41.987938,1 days 00:00:00.622342,23
51535498-6,51535498,0,1,0,0,0,0,False,0,0,0,0,13,1,English,False,True,False,2023-11-12 05:54:55.355133,1 days 00:00:02.376597,6
50796778-6,50796778,7,125,0,1,0,0,False,324,13,2,2,6049,4,English,False,False,False,2023-11-12 05:54:55.356311,1 days 00:00:02.376778,6
48197692-6,48197692,3,47,2,0,0,0,False,1745,116,40,0,89477,30,English,False,False,False,2023-11-12 05:54:55.748581,1 days 00:00:01.985739,6
51535414-6,51535414,11,101,2,0,-2,0,False,0,0,0,0,4086,1,中文-普通话 國語,False,True,False,2023-11-12 05:54:55.749511,1 days 00:00:01.985872,6
47583580-6,47583580,0,2,0,0,0,0,False,325,16,9,0,90460,30,Español,False,False,False,2023-11-12 05:54:55.750559,1 days 00:00:01.985880,6
50841214-6,50841214,1,65,1,0,0,0,False,375,29,6,7,6241,5,English,False,False,True,2023-11-12 05:54:55.752812,1 days 00:00:01.986242,6
47190520-6,47190520,0,8,0,0,0,0,False,284,3,3,1,85441,14,Русский,False,False,False,2023-11-12 05:54:55.755195,1 days 00:00:01.985545,6
51535471-6,51535471,6,91,0,1,0,0,False,0,0,0,0,518,1,English,False,True,False,2023-11-12 05:54:55.756499,1 days 00:00:01.985582,6
51535084-6,51535084,0,10,0,0,0,0,False,0,0,0,0,1404,3,English,False,False,True,2023-11-12 05:54:55.757497,1 days 00:00:01.985600,6
51535468-6,51535468,14,90,10,2,0,0,False,0,0,0,0,7036,1,English,False,False,False,2023-11-12 05:54:55.758527,1 days 00:00:01.985724,6
50594347-6,50594347,23,375,10,1,0,0,False,3450,224,56,31,39837,7,English,False,False,False,2023-11-12 05:54:55.759961,1 days 00:00:01.985771,6
51535465-6,51535465,11,192,1,0,0,0,False,0,0,0,0,1490,1,Bahasa Indonesia,False,True,False,2023-11-12 05:54:55.760955,1 days 00:00:01.985793,6
51535459-6,51535459,30,343,3,0,0,0,False,0,0,0,0,3123,1,English,False,True,False,2023-11-12 05:54:55.762135,1 days 00:00:01.985807,6
50786275-6,50786275,41,597,10,3,0,0,False,6265,442,150,41,36823,9,English,False,False,False,2023-11-12 05:54:55.763854,1 days 00:00:01.985858,6
51535456-6,51535456,8,130,2,0,1,0,False,0,0,0,0,7411,1,中文-普通话 國語,False,True,False,2023-11-12 05:54:55.764828,1 days 00:00:01.985926,6
51049048-6,51049048,0,21,0,0,0,0,False,12,3,0,0,4974,3,English,False,False,True,2023-11-12 05:54:55.767332,1 days 00:00:01.984716,6
51395710-6,51395710,1,10,0,0,0,0,False,19,1,0,1,5576,2,English,False,False,False,2023-11-12 05:54:55.768613,1 days 00:00:01.984744,6
51535447-6,51535447,2,4,0,0,0,0,False,0,0,0,0,865,1,English,False,True,False,2023-11-12 05:54:55.769545,1 days 00:00:01.984780,6
50175613-6,50175613,0,29,2,0,14,0,False,126,10,18,1,22225,5,English,False,False,False,2023-11-12 05:54:55.771708,1 days 00:00:01.984718,6
51535438-6,51535438,14,85,1,2,0,0,False,0,0,0,0,1173,1,English,False,False,False,2023-11-12 05:54:56.239867,1 days 00:00:01.937226,6
40468215-6,40468215,13,529,7,-1,0,0,False,7218,441,76,49,13910,5,English,False,False,False,2023-11-12 05:54:56.241088,1 days 00:00:01.937206,6
51007246-6,51007246,1,13,1,0,0,0,False,140,7,0,0,16710,15,English,False,False,False,2023-11-12 05:54:56.242482,1 days 00:00:01.937292,6
51535435-6,51535435,3,21,2,0,0,0,False,0,0,0,0,984,1,English,False,False,False,2023-11-12 05:54:56.243664,1 days 00:00:01.937544,6
48468607-6,48468607,2,116,1,0,0,0,False,3474,154,72,25,53413,13,中文-普通话 國語,False,True,False,2023-11-12 05:54:56.244726,1 days 00:00:01.937530,6
51535420-6,51535420,63,472,0,5,0,0,False,0,0,0,0,3074,1,English,False,True,False,2023-11-12 05:54:56.245923,1 days 00:00:01.937550,6
50236390-6,50236390,0,6,0,0,0,0,False,56,2,0,0,28109,4,Русский,False,False,False,2023-11-12 05:54:56.248701,1 days 00:00:01.936420,6
51535423-6,51535423,8,39,2,0,1,0,False,0,0,0,0,1549,1,English,False,False,False,2023-11-12 05:54:56.249771,1 days 00:00:01.936452,6
29381574-6,29381574,1,48,0,1,0,0,False,2052,74,6,14,34642,11,English,False,False,False,2023-11-12 05:54:56.253196,1 days 00:00:01.934644,6
51535378-6,51535378,0,0,0,0,0,0,False,0,0,0,0,1301,1,中文-普通话 國語,False,False,False,2023-11-12 05:54:56.254185,1 days 00:00:01.934604,6
51509848-6,51509848,19,227,6,2,0,0,False,283,26,10,4,8279,5,English,False,False,False,2023-11-12 05:54:56.257180,1 days 00:00:01.933247,6
51535390-6,51535390,0,5,0,0,0,0,False,0,0,0,0,8748,2,中文-普通话 國語,False,True,False,2023-11-12 05:54:56.640223,1 days 00:00:01.551120,6
46049662-6,46049662,5,121,1,1,0,0,False,2465,141,12,20,12890,8,English,False,True,False,2023-11-12 05:54:56.641332,1 days 00:00:01.551137,6
51535417-6,51535417,2,22,2,0,0,0,False,0,0,0,0,5665,1,English,False,False,True,2023-11-12 05:54:56.642346,1 days 00:00:01.551231,6
51535399-6,51535399,2,100,0,0,0,0,False,0,0,0,0,1359,1,Español,False,True,True,2023-11-12 05:54:56.643227,1 days 00:00:01.551260,6
51535411-6,51535411,2,27,0,0,0,0,False,0,0,0,0,4000,1,English,False,True,False,2023-11-12 05:54:56.644271,1 days 00:00:01.551351,6
51535402-6,51535402,1,5,0,0,0,0,False,0,0,0,0,1329,1,中文-普通话 國語,False,True,False,2023-11-12 05:54:56.645177,1 days 00:00:01.551433,6
49219732-6,49219732,2,44,1,0,0,0,False,1502,64,50,10,12270,16,English,False,False,False,2023-11-12 05:54:56.646866,1 days 00:00:01.551440,6
51535381-6,51535381,11,208,1,0,0,0,False,0,0,0,0,6064,1,English,False,True,False,2023-11-12 05:54:56.648042,1 days 00:00:01.551453,6
50401606-6,50401606,1,39,2,0,0,0,False,473,12,5,1,21796,9,English,False,False,False,2023-11-12 05:54:56.649425,1 days 00:00:02.037130,6
44373658-6,44373658,1,143,0,0,0,0,False,7246,157,94,60,69389,18,English,False,False,False,2023-11-12 05:54:56.651706,1 days 00:00:02.036870,6
47196928-6,47196928,1,42,4,0,0,0,False,3059,125,229,21,137974,42,Русский,False,False,False,2023-11-12 05:54:56.653461,1 days 00:00:02.036799,6
51535384-6,51535384,9,50,2,1,0,0,False,0,0,0,0,855,1,English,False,True,False,2023-11-12 05:54:56.654603,1 days 00:00:02.036816,6
51535348-6,51535348,22,133,14,3,2,0,False,9,0,0,1,21342,4,中文-普通话 國語,False,True,False,2023-11-12 05:54:56.656552,1 days 00:00:02.035884,6
51535375-6,51535375,1,52,0,0,0,0,False,0,0,0,0,519,1,English,False,True,False,2023-11-12 05:54:56.657956,1 days 00:00:02.035932,6
50425408-6,50425408,3,49,0,0,0,0,False,1585,56,18,9,603970,98,中文-普通话 國語,False,False,False,2023-11-12 05:54:56.659147,1 days 00:00:02.036100,6
51535363-6,51535363,18,173,0,2,0,0,False,0,0,0,0,673,1,English,False,True,False,2023-11-12 05:54:56.661800,1 days 00:00:02.036261,6
51535360-6,51535360,2,40,0,0,0,0,False,0,0,0,0,1195,1,English,False,True,False,2023-11-12 05:54:56.663017,1 days 00:00:02.036244,6
51327928-6,51327928,0,39,0,0,10,0,False,177,3,0,0,2157,3,English,False,False,True,2023-11-12 05:54:56.972358,1 days 00:00:01.728467,6
51298579-6,51298579,6,21,6,2,0,0,False,0,0,1,0,2045,1,English,False,False,False,2023-11-12 05:54:56.973612,1 days 00:00:01.728464,6
43535896-6,43535896,4,850,5,1,0,0,False,18612,62,60,33,84820,8,English,False,False,True,2023-11-12 05:54:56.975156,1 days 00:00:01.728372,6
51535354-6,51535354,2,5,0,0,0,0,False,0,0,0,0,1722,1,English,False,True,False,2023-11-12 05:54:56.976051,1 days 00:00:01.728388,6
51535342-6,51535342,8,291,0,0,0,0,False,0,0,0,0,1131,1,English,False,True,False,2023-11-12 05:54:56.977048,1 days 00:00:01.728415,6
49904644-6,49904644,4,444,0,1,0,0,True,2493,29,0,3,10089,3,English,False,False,False,2023-11-12 05:54:56.978835,1 days 00:00:01.728194,6
49904644-23,49904644,4,459,0,0,0,0,True,3021,33,0,4,11654,4,English,False,False,False,2023-11-14 01:57:34.515397,1 days 00:00:01.551413,23
51535333-6,51535333,37,285,2,3,0,0,False,0,0,0,0,2621,1,English,False,False,True,2023-11-12 05:54:56.980205,1 days 00:00:01.728209,6
49104016-6,49104016,4,184,6,0,0,0,False,9819,337,199,47,94626,18,English,False,False,False,2023-11-12 05:54:56.982445,1 days 00:00:01.728347,6
51535336-6,51535336,7,53,0,0,0,0,False,0,0,0,0,1923,1,English,False,True,False,2023-11-12 05:54:56.983704,1 days 00:00:01.728493,6
46019140-6,46019140,27,552,26,0,1,0,False,23707,964,372,186,85043,7,English,False,False,True,2023-11-12 05:54:56.985694,1 days 00:00:01.728450,6
51532342-6,51532342,27,443,8,2,0,0,False,0,0,0,0,2909,1,English,False,True,False,2023-11-12 05:54:56.987555,1 days 00:00:02.424867,6
51535024-6,51535024,2,19,0,0,0,0,False,0,0,0,0,8055,2,Русский,False,True,False,2023-11-12 05:54:56.990698,1 days 00:00:02.423062,6
51067864-6,51067864,0,9,2,0,0,0,False,149,12,2,1,29782,9,English,False,False,False,2023-11-12 05:54:56.991686,1 days 00:00:02.423057,6
51535327-6,51535327,31,283,1,5,0,0,False,0,0,0,0,1719,1,English,False,True,True,2023-11-12 05:54:56.992913,1 days 00:00:02.423073,6
51535096-6,51535096,7,71,3,1,0,0,False,0,0,0,0,7887,1,English,False,True,False,2023-11-12 05:54:56.995494,1 days 00:00:02.421837,6
51535252-6,51535252,0,15,0,0,0,0,False,0,0,0,0,2388,1,English,False,False,False,2023-11-12 05:54:56.996756,1 days 00:00:02.421825,6
37164403-6,37164403,1,166,0,0,0,0,False,3816,147,29,24,20264,10,English,False,False,True,2023-11-12 05:54:56.997927,1 days 00:00:02.421791,6
30189180-6,30189180,0,12,0,0,0,0,False,734,37,5,3,9089,8,English,False,False,False,2023-11-12 05:54:57.470099,1 days 00:00:01.952528,6
51535303-6,51535303,0,5,0,0,0,0,False,0,0,0,0,1679,1,中文-普通话 國語,False,True,False,2023-11-12 05:54:57.472318,1 days 00:00:01.951193,6
51535279-6,51535279,6,51,1,0,0,0,False,0,0,0,0,1560,1,English,False,False,False,2023-11-12 05:54:57.473601,1 days 00:00:01.951197,6
