id-query,id,kudos_delta,hits_delta,comments_delta,bookmarks_delta,words_delta,chapters_delta,modified_before_window,hits,kudos,comments,bookmarks,words,chapters,language,restricted,complete,crossover,date_queried,time_elapsed,query_batch
46031059-12,46031059,0,19,0,0,0,0,False,1366,3,2,3,67750,37,English,False,False,False,2023-11-12 11:54:59.553668,1 days 00:00:01.402539,12
51540202-12,51540202,28,217,3,4,8,0,False,0,0,0,0,4988,1,English,False,True,False,2023-11-12 11:54:59.554675,1 days 00:00:01.402788,12
36664375-12,36664375,41,2053,11,10,0,0,False,83642,3497,378,1235,28860,16,English,False,False,False,2023-11-12 11:54:59.558859,1 days 00:00:01.400453,12
51540193-12,51540193,15,57,4,0,0,0,False,0,0,0,0,1507,1,English,False,False,False,2023-11-12 11:54:59.559924,1 days 00:00:01.400593,12
45994996-12,45994996,9,126,3,1,0,0,False,2666,271,105,21,33847,11,English,False,False,True,2023-11-12 11:54:59.561227,1 days 00:00:01.400606,12
38401777-12,38401777,5,160,1,0,0,0,False,6893,163,5,23,12640,8,English,False,False,False,2023-11-12 11:54:59.562905,1 days 00:00:01.400581,12
51540184-12,51540184,1,59,0,1,0,0,False,0,0,0,0,1532,1,English,False,True,True,2023-11-12 11:54:59.959661,1 days 00:00:01.004845,12
51540076-12,51540076,28,200,4,1,0,0,False,0,0,0,0,20721,1,English,False,True,False,2023-11-12 11:54:59.961274,1 days 00:00:01.004823,12
50823262-12,50823262,3,326,0,1,0,0,False,1010,24,0,1,4789,4,中文-广东话 粵語,False,False,False,2023-11-12 11:54:59.962234,1 days 00:00:01.004810,12
51539887-12,51539887,1,18,1,0,0,0,False,0,0,0,0,4989,4,Polski,False,False,False,2023-11-12 11:54:59.963592,1 days 00:00:01.004839,12
43904581-12,43904581,5,330,4,2,0,0,False,14907,369,100,73,74343,32,English,False,False,False,2023-11-12 11:54:59.965908,1 days 00:00:01.004921,12
51540112-12,51540112,18,190,2,2,0,0,False,0,0,0,0,5540,2,English,False,True,False,2023-11-12 11:54:59.967267,1 days 00:00:01.004987,12
51540157-12,51540157,1,202,0,0,0,0,False,0,0,0,0,2268,1,English,False,True,False,2023-11-12 11:54:59.968680,1 days 00:00:01.004984,12
51540154-12,51540154,3,35,0,0,0,0,False,0,0,0,0,93,1,English,False,True,False,2023-11-12 11:54:59.969568,1 days 00:00:01.005017,12
50067406-12,50067406,0,1,0,0,0,0,False,63,1,0,0,73124,8,Français,False,False,False,2023-11-12 11:54:59.970977,1 days 00:00:01.004992,12
51493237-12,51493237,7,128,0,1,0,0,False,76,6,2,2,7624,2,English,False,False,True,2023-11-12 11:54:59.972282,1 days 00:00:01.004987,12
51540145-12,51540145,51,711,5,7,0,0,False,0,0,0,0,3324,1,English,False,True,False,2023-11-12 11:54:59.973682,1 days 00:00:01.004922,12
51412045-12,51412045,3,40,0,0,0,0,False,89,11,4,0,9777,2,English,False,True,False,2023-11-12 11:54:59.974903,1 days 00:00:01.004812,12
51539392-12,51539392,61,525,4,8,0,0,False,0,0,0,0,5757,1,English,False,True,False,2023-11-12 11:54:59.976280,1 days 00:00:01.004748,12
48622498-12,48622498,11,205,1,2,-3,0,False,5041,243,35,69,34271,9,English,False,False,False,2023-11-12 11:54:59.977837,1 days 00:00:01.004956,12
30400824-12,30400824,45,830,20,4,0,0,False,16961,1205,163,369,28802,5,English,False,False,True,2023-11-12 11:54:59.979334,1 days 00:00:01.354090,12
51325900-12,51325900,0,1,0,0,0,0,False,48,2,0,0,11003,8,English,False,False,False,2023-11-12 11:54:59.980336,1 days 00:00:01.354058,12
50054800-12,50054800,5,121,0,1,0,0,False,2824,96,81,20,63116,16,English,False,False,True,2023-11-12 11:54:59.982123,1 days 00:00:01.354002,12
51540139-12,51540139,41,258,5,4,0,0,False,0,0,0,0,1644,1,English,False,True,True,2023-11-12 11:54:59.983200,1 days 00:00:01.354003,12
51540136-12,51540136,0,16,0,0,0,0,False,0,0,0,0,1451,1,English,False,False,True,2023-11-12 11:54:59.984749,1 days 00:00:01.353930,12
48830836-12,48830836,23,823,7,3,0,0,False,23523,642,194,113,109308,17,English,False,False,False,2023-11-12 11:55:00.415429,1 days 00:00:00.930011,12
51539722-12,51539722,0,51,0,0,0,0,False,1,0,0,0,602,2,English,False,False,True,2023-11-12 11:55:00.418182,1 days 00:00:00.929942,12
51540121-12,51540121,0,3,0,0,0,0,False,0,0,0,0,220,1,Русский,False,True,False,2023-11-12 11:55:00.419468,1 days 00:00:00.929818,12
50975320-12,50975320,14,296,8,4,0,0,False,1335,115,26,29,4233,4,English,False,False,False,2023-11-12 11:55:00.421430,1 days 00:00:00.929737,12
43848009-12,43848009,0,5,0,0,0,0,False,439,9,19,2,59213,11,English,False,False,False,2023-11-12 11:55:00.425119,1 days 00:00:00.927457,12
51540118-12,51540118,0,1,0,0,0,0,False,0,0,0,0,3183,1,Deutsch,False,True,False,2023-11-12 11:55:00.425995,1 days 00:00:00.927411,12
51540082-12,51540082,72,498,10,13,0,0,False,2,2,0,0,2005,1,English,False,True,False,2023-11-12 11:55:00.427108,1 days 00:00:00.927406,12
50468143-12,50468143,1,73,6,2,0,0,False,883,55,54,4,33481,7,English,False,False,True,2023-11-12 11:55:00.430248,1 days 00:00:00.925891,12
51350716-12,51350716,4,57,2,0,0,0,False,264,28,15,2,30966,3,English,False,False,True,2023-11-12 11:55:00.432304,1 days 00:00:00.925940,12
48457258-12,48457258,1,13,0,0,0,0,False,242,16,0,0,22905,7,Русский,False,True,False,2023-11-12 11:55:00.433153,1 days 00:00:00.925940,12
50802379-12,50802379,1,12,0,0,0,0,False,161,8,0,0,8233,4,中文-普通话 國語,False,True,False,2023-11-12 11:55:00.434141,1 days 00:00:00.926000,12
51540115-12,51540115,4,27,0,0,0,0,False,0,0,0,0,3009,1,Русский,False,True,True,2023-11-12 11:55:00.435196,1 days 00:00:01.338474,12
51540025-12,51540025,1,63,2,0,0,0,False,0,0,0,0,4452,1,English,False,True,False,2023-11-12 11:55:00.436567,1 days 00:00:01.338606,12
50296960-12,50296960,2,60,2,0,0,0,False,668,45,13,5,24847,8,中文-普通话 國語,False,False,False,2023-11-12 11:55:00.437736,1 days 00:00:01.338639,12
51540103-12,51540103,0,17,0,0,0,0,False,0,0,0,0,12,1,English,False,True,False,2023-11-12 11:55:00.439505,1 days 00:00:01.338709,12
51253000-12,51253000,1,106,1,0,0,0,False,937,16,1,1,28273,5,中文-普通话 國語,False,False,False,2023-11-12 11:55:00.441098,1 days 00:00:01.338627,12
44968336-12,44968336,5,229,28,1,0,0,False,4531,170,194,24,42000,12,English,False,False,False,2023-11-12 11:55:00.442490,1 days 00:00:01.338637,12
51540046-12,51540046,4,34,0,1,0,0,False,0,0,0,0,1047,1,English,False,False,False,2023-11-12 11:55:00.813598,1 days 00:00:00.968797,12
48853465-12,48853465,1,41,0,0,0,0,False,2194,176,10,1,381908,124,Français,False,False,False,2023-11-12 11:55:00.815785,1 days 00:00:00.968777,12
51325861-12,51325861,0,0,0,0,0,0,False,12,0,0,0,11990,5,English,False,False,True,2023-11-12 11:55:00.817341,1 days 00:00:00.968838,12
47774845-12,47774845,3,66,0,-1,0,0,False,1403,53,22,15,24633,13,English,False,False,False,2023-11-12 11:55:00.818725,1 days 00:00:00.969916,12
51540100-12,51540100,0,24,0,0,0,0,False,0,1,0,0,1594,1,中文-普通话 國語,False,True,False,2023-11-12 11:55:00.821575,1 days 00:00:00.968008,12
51539788-12,51539788,3,59,1,0,0,0,False,0,0,0,0,3196,1,English,False,True,False,2023-11-12 11:55:00.822515,1 days 00:00:00.968107,12
48701287-12,48701287,2,95,1,0,0,0,False,3618,104,51,21,75709,24,English,False,False,False,2023-11-12 11:55:00.823902,1 days 00:00:00.968106,12
50668687-12,50668687,0,21,0,0,0,0,False,375,33,4,1,51379,19,Русский,False,False,False,2023-11-12 11:55:00.826279,1 days 00:00:00.966891,12
51540094-12,51540094,2,97,0,2,0,0,False,2,1,0,0,4967,1,English,False,True,False,2023-11-12 11:55:00.829636,1 days 00:00:00.965706,12
51540091-12,51540091,0,51,0,0,0,0,False,0,0,0,0,1401,1,English,False,False,False,2023-11-12 11:55:00.830795,1 days 00:00:00.965741,12
51540088-12,51540088,1,4,0,0,0,0,False,0,0,0,0,1477,1,Русский,False,True,False,2023-11-12 11:55:00.831717,1 days 00:00:00.965795,12
38140519-12,38140519,7,125,7,0,0,0,False,4504,337,55,54,19736,7,English,False,False,False,2023-11-12 11:55:00.832921,1 days 00:00:00.965784,12
51539959-12,51539959,1,22,0,1,0,0,False,0,0,0,0,1176,1,Türkçe,False,True,False,2023-11-12 11:55:00.834284,1 days 00:00:00.965856,12
50903119-12,50903119,5,87,4,0,0,0,False,646,50,30,9,38285,5,English,False,False,False,2023-11-12 11:55:00.835480,1 days 00:00:01.402447,12
51221941-12,51221941,15,421,18,3,0,0,False,1327,117,55,23,4667,3,English,False,False,True,2023-11-12 11:55:00.838266,1 days 00:00:01.402755,12
47733637-12,47733637,1,35,1,0,0,0,False,751,8,27,2,97577,17,English,False,False,False,2023-11-12 11:55:01.282428,1 days 00:00:00.960109,12
50684110-12,50684110,7,358,2,1,0,0,False,6334,230,93,37,67658,23,English,False,False,False,2023-11-12 11:55:01.284064,1 days 00:00:00.960052,12
47876827-12,47876827,5,438,16,1,0,0,False,21627,199,229,63,63905,33,English,False,True,True,2023-11-12 11:55:01.285589,1 days 00:00:00.960018,12
47635564-12,47635564,8,71,1,0,0,0,False,938,76,6,9,6393,6,English,False,False,False,2023-11-12 11:55:01.286769,1 days 00:00:00.960012,12
51447616-12,51447616,9,158,0,0,0,0,False,486,29,0,2,1572,5,English,False,False,True,2023-11-12 11:55:01.288520,1 days 00:00:00.960029,12
51540067-12,51540067,46,292,7,11,-4,0,False,0,0,0,0,3536,1,English,False,False,False,2023-11-12 11:55:01.292159,1 days 00:00:00.958795,12
50669980-12,50669980,0,5,2,0,0,0,False,95,2,30,0,82176,16,English,False,False,False,2023-11-12 11:55:01.293278,1 days 00:00:00.958792,12
48526747-12,48526747,22,188,11,1,0,0,False,1278,193,25,15,5097,4,English,False,False,True,2023-11-12 11:55:01.294762,1 days 00:00:00.958792,12
50620765-18,50620765,0,21,2,0,0,0,True,361,13,78,2,10901,7,English,False,False,True,2023-11-12 17:55:03.394785,1 days 00:00:01.381314,18
51540055-12,51540055,0,14,0,0,0,0,False,0,0,0,0,2824,1,Русский,False,True,False,2023-11-12 11:55:01.299108,1 days 00:00:00.955326,12
51375781-12,51375781,0,2,3,0,0,0,False,13,1,13,0,5161,4,English,False,False,False,2023-11-12 11:55:01.300244,1 days 00:00:00.955322,12
45809905-19,45809905,3,23,1,1,0,0,True,171,12,2,2,5811,2,English,False,True,False,2023-11-12 18:54:58.631188,1 days 00:00:02.574424,19
50700187-12,50700187,3,34,0,2,0,0,False,582,20,14,3,32217,15,English,False,False,False,2023-11-12 11:55:01.302602,1 days 00:00:00.954172,12
51539599-12,51539599,0,14,0,0,0,0,False,0,0,0,0,12682,3,English,False,True,False,2023-11-12 11:55:01.303694,1 days 00:00:00.954379,12
51539758-12,51539758,45,232,9,6,0,0,False,2,1,0,0,2139,1,English,False,True,False,2023-11-12 11:55:01.304986,1 days 00:00:00.954465,12
43238142-12,43238142,0,22,0,0,0,0,False,1066,25,16,3,28083,14,English,False,False,False,2023-11-12 11:55:01.307924,1 days 00:00:00.953283,12
50119930-12,50119930,0,171,11,3,0,0,False,2713,77,169,53,28673,9,English,False,False,False,2023-11-12 11:55:01.732473,1 days 00:00:00.531463,12
51540031-12,51540031,0,10,0,0,0,0,False,0,0,0,0,17375,1,中文-普通话 國語,False,True,False,2023-11-12 11:55:01.733385,1 days 00:00:00.531396,12
50487034-12,50487034,8,387,0,1,0,0,True,2936,138,9,16,2666,4,English,False,False,False,2023-11-12 11:55:01.735170,1 days 00:00:00.857969,12
50487034-20,50487034,13,332,0,1,0,0,True,3361,149,9,17,3377,5,English,False,False,False,2023-11-13 19:57:48.564875,1 days 00:00:01.547739,20
47825242-12,47825242,12,546,8,3,0,0,False,21253,630,282,201,122748,32,English,False,False,False,2023-11-12 11:55:01.736934,1 days 00:00:00.857981,12
51281128-12,51281128,11,297,25,3,0,0,False,1850,103,117,11,21177,6,English,False,False,True,2023-11-12 11:55:01.739338,1 days 00:00:00.856825,12
50558413-12,50558413,5,127,1,2,0,0,False,513,39,6,6,16834,3,English,False,False,False,2023-11-12 11:55:01.740539,1 days 00:00:00.856793,12
45067222-12,45067222,0,46,2,0,0,0,False,1421,98,32,1,28149,7,English,False,False,False,2023-11-12 11:55:01.741539,1 days 00:00:00.856815,12
51540022-12,51540022,0,2,0,0,0,0,False,0,0,0,0,5128,1,中文-普通话 國語,False,True,False,2023-11-12 11:55:01.742453,1 days 00:00:00.856851,12
51176704-12,51176704,13,492,6,4,0,0,False,1815,59,10,22,10232,3,English,False,False,False,2023-11-12 11:55:01.744024,1 days 00:00:00.856843,12
15861477-12,15861477,6,281,1,0,0,0,False,77794,1722,756,326,127830,110,English,False,False,True,2023-11-12 11:55:01.747289,1 days 00:00:00.856940,12
51539761-12,51539761,28,133,17,2,-2,0,False,3,0,0,0,5466,1,English,False,True,False,2023-11-12 11:55:01.748399,1 days 00:00:00.857007,12
38509321-12,38509321,1,23,0,0,0,0,False,807,12,7,0,23310,13,English,False,False,True,2023-11-12 11:55:01.750393,1 days 00:00:00.856850,12
51540016-12,51540016,0,18,0,0,0,0,False,0,0,0,0,1507,1,中文-普通话 國語,False,True,False,2023-11-12 11:55:01.751366,1 days 00:00:00.856892,12
51540007-12,51540007,40,322,8,4,0,0,False,0,1,1,1,719,1,English,False,True,False,2023-11-12 11:55:01.752563,1 days 00:00:00.856877,12
51195136-12,51195136,6,176,0,2,0,0,False,1333,43,1,8,17808,7,中文-普通话 國語,False,True,False,2023-11-12 11:55:01.753559,1 days 00:00:00.856903,12
51540019-12,51540019,32,234,4,7,0,0,False,0,0,0,0,5757,1,English,False,False,True,2023-11-12 11:55:01.754592,1 days 00:00:00.856973,12
50992594-13,50992594,0,15,0,0,0,0,True,190,9,2,1,143452,42,English,False,False,False,2023-11-12 12:55:01.120127,1 days 00:00:01.051517,13
51324409-12,51324409,22,259,19,4,0,0,False,531,72,20,16,14966,3,English,False,False,False,2023-11-12 11:55:02.200214,1 days 00:00:00.413668,12
51540010-12,51540010,2,80,1,1,0,0,False,0,0,0,0,7214,1,中文-普通话 國語,False,True,False,2023-11-12 11:55:02.201312,1 days 00:00:00.413888,12
41811159-12,41811159,1,61,3,0,0,0,False,1784,44,27,2,4866,10,English,False,False,False,2023-11-12 11:55:02.203421,1 days 00:00:00.413866,12
51540004-12,51540004,2,73,0,0,0,0,False,0,0,0,0,539,1,English,False,True,False,2023-11-12 11:55:02.204534,1 days 00:00:00.413963,12
51540001-12,51540001,2,7,0,0,0,0,False,0,0,0,0,3214,1,English,False,True,False,2023-11-12 11:55:02.205697,1 days 00:00:00.837704,12
51539992-12,51539992,6,54,6,0,-2,0,False,1,0,0,0,4481,1,中文-普通话 國語,False,False,False,2023-11-12 11:55:02.206846,1 days 00:00:00.837797,12
51539989-12,51539989,45,514,0,3,0,0,False,7,1,0,0,2382,1,English,False,True,False,2023-11-12 11:55:02.208337,1 days 00:00:00.837818,12
51539974-12,51539974,40,130,6,6,0,0,False,0,0,0,0,2379,1,English,False,True,False,2023-11-12 11:55:02.209322,1 days 00:00:00.837902,12
51539983-12,51539983,2,19,2,0,0,0,False,0,0,0,0,4103,1,English,False,True,False,2023-11-12 11:55:02.210707,1 days 00:00:00.837960,12
51539968-12,51539968,17,73,0,0,0,0,False,0,0,0,0,9504,1,中文-普通话 國語,False,True,False,2023-11-12 11:55:02.213707,1 days 00:00:00.835932,12
51539938-12,51539938,10,53,0,0,0,0,False,0,0,0,0,2323,1,English,False,True,False,2023-11-12 11:55:02.214785,1 days 00:00:00.835901,12
41981922-12,41981922,1,144,0,0,0,0,False,17641,154,6,43,195254,59,English,False,False,False,2023-11-12 11:55:02.216880,1 days 00:00:00.835897,12
51539956-12,51539956,0,10,0,0,0,0,False,0,0,0,0,1145,1,Русский,False,True,False,2023-11-12 11:55:02.217907,1 days 00:00:00.835925,12
51539944-12,51539944,3,56,0,2,0,0,False,0,0,0,0,510,1,English,False,False,False,2023-11-12 11:55:02.220059,1 days 00:00:00.835937,12
51539317-12,51539317,12,147,2,1,0,0,False,0,0,0,0,2326,1,English,False,True,False,2023-11-12 11:55:02.221489,1 days 00:00:00.836047,12
51539941-12,51539941,31,191,2,1,0,0,False,7,3,0,0,5633,1,English,False,True,False,2023-11-12 11:55:02.607713,1 days 00:00:00.453065,12
51197209-12,51197209,4,129,3,0,0,0,False,910,73,9,10,122958,17,English,False,False,False,2023-11-12 11:55:02.609767,1 days 00:00:00.452890,12
50910205-12,50910205,8,87,0,0,0,0,False,676,76,11,3,7269,6,English,False,False,True,2023-11-12 11:55:02.611163,1 days 00:00:00.452789,12
51539875-12,51539875,36,410,8,3,0,0,False,0,0,0,0,4370,1,English,False,True,False,2023-11-12 11:55:02.612215,1 days 00:00:00.452768,12
49860733-12,49860733,0,1,0,0,0,0,False,99,1,2,1,27058,15,English,False,False,True,2023-11-12 11:55:02.614147,1 days 00:00:00.452718,12
48327922-12,48327922,0,5,1,0,0,0,False,307,6,6,0,142079,49,English,False,False,False,2023-11-12 11:55:02.615420,1 days 00:00:00.452722,12
37084198-12,37084198,0,25,0,0,0,0,False,1160,48,10,9,34327,13,English,False,True,False,2023-11-12 11:55:02.619012,1 days 00:00:00.865764,12
51539920-12,51539920,5,39,0,0,0,0,False,0,0,0,0,975,1,English,False,True,False,2023-11-12 11:55:02.620495,1 days 00:00:00.865914,12
51020473-12,51020473,0,4,0,0,0,0,False,31,1,0,0,1163,2,English,False,True,False,2023-11-12 11:55:02.622127,1 days 00:00:00.865988,12
37944733-12,37944733,3,399,1,1,0,0,False,23648,358,47,85,41393,16,English,False,False,False,2023-11-12 11:55:02.625577,1 days 00:00:00.866163,12
50940631-12,50940631,47,857,60,7,1,0,False,6893,330,493,79,58096,13,English,False,True,True,2023-11-12 11:55:02.627240,1 days 00:00:00.866149,12
51306712-12,51306712,26,183,0,0,-26,0,False,0,0,0,0,11466,1,Deutsch,False,True,True,2023-11-12 11:55:02.628437,1 days 00:00:00.866196,12
51430162-12,51430162,32,768,12,2,0,0,False,2570,241,46,43,19472,7,English,False,False,True,2023-11-12 11:55:02.630060,1 days 00:00:00.866182,12
51539908-12,51539908,7,141,0,0,1,0,False,0,0,0,0,942,1,English,False,True,False,2023-11-12 11:55:02.631157,1 days 00:00:00.866207,12
51539872-12,51539872,0,18,0,0,0,0,False,0,0,0,0,2366,1,中文-普通话 國語,False,True,False,2023-11-12 11:55:02.632019,1 days 00:00:00.866222,12
50806204-12,50806204,0,25,2,0,129,0,False,302,17,19,2,20801,6,English,False,False,False,2023-11-12 11:55:02.633640,1 days 00:00:00.866155,12
51539896-12,51539896,24,492,0,2,0,0,False,0,0,0,0,200,1,English,False,True,False,2023-11-12 11:55:02.634729,1 days 00:00:00.867267,12
50560285-12,50560285,0,0,0,0,0,0,False,13,1,0,0,16909,8,Русский,False,False,False,2023-11-12 11:55:03.067532,1 days 00:00:00.439204,12
51208402-12,51208402,0,2,0,0,0,0,False,18,3,0,1,3226,3,English,False,False,False,2023-11-12 11:55:03.068873,1 days 00:00:00.439288,12
51539890-12,51539890,6,47,4,0,0,0,False,0,0,0,0,2391,1,English,False,True,False,2023-11-12 11:55:03.070249,1 days 00:00:00.439301,12
50825116-12,50825116,15,324,2,0,0,0,False,875,91,5,7,4101,3,English,False,True,False,2023-11-12 11:55:03.073395,1 days 00:00:00.437282,12
48174364-12,48174364,2,48,0,0,0,0,False,1667,56,13,11,25517,12,English,False,False,False,2023-11-12 11:55:03.074623,1 days 00:00:00.778855,12
47529526-12,47529526,0,39,2,0,0,0,False,1031,34,10,3,8675,5,English,False,False,False,2023-11-12 11:55:03.075933,1 days 00:00:00.778867,12
50551885-12,50551885,17,289,2,3,0,0,False,2330,166,18,41,8684,6,English,False,False,False,2023-11-12 11:55:03.077578,1 days 00:00:00.778900,12
51041824-12,51041824,2,47,0,1,1,0,False,154,10,8,2,24460,5,English,False,False,False,2023-11-12 11:55:03.078977,1 days 00:00:00.778934,12
51539725-12,51539725,20,142,2,2,8,0,False,1,0,0,0,2382,1,English,False,True,False,2023-11-12 11:55:03.080117,1 days 00:00:00.778976,12
51539878-12,51539878,10,135,0,0,0,0,False,0,0,0,0,583,1,English,False,False,False,2023-11-12 11:55:03.081174,1 days 00:00:00.779043,12
51535441-13,51535441,4,114,0,0,0,0,True,17,1,0,0,2616,2,English,False,False,False,2023-11-12 12:54:57.783900,1 days 00:00:01.639590,13
51539884-12,51539884,6,89,3,0,0,0,False,0,0,0,0,1244,1,English,False,True,False,2023-11-12 11:55:03.084582,1 days 00:00:00.776727,12
51303241-12,51303241,3,171,0,1,0,0,False,1211,38,4,13,25844,4,中文-普通话 國語,False,False,False,2023-11-12 11:55:03.085606,1 days 00:00:00.776782,12
51539857-12,51539857,0,8,0,0,0,0,False,0,0,0,0,1267,1,English,False,True,False,2023-11-12 11:55:03.086730,1 days 00:00:00.776831,12
51477916-12,51477916,2,23,0,1,0,0,False,61,3,1,2,3228,3,English,False,False,False,2023-11-12 11:55:03.088371,1 days 00:00:00.776740,12
50635459-12,50635459,9,168,1,0,0,0,False,1360,141,34,20,20986,5,English,False,False,False,2023-11-12 11:55:03.089836,1 days 00:00:00.776720,12
45684190-12,45684190,5,115,5,0,0,0,False,3854,135,25,11,72368,9,中文-普通话 國語,False,True,False,2023-11-12 11:55:03.090800,1 days 00:00:00.776669,12
51541336-13,51541336,10,127,1,0,0,0,False,0,0,0,0,760,1,English,False,True,False,2023-11-12 12:54:54.020495,1 days 00:00:02.235750,13
44942629-14,44942629,0,6,0,0,0,0,True,294,11,0,1,74234,19,Русский,False,False,False,2023-11-12 13:55:00.490337,1 days 00:00:01.662066,14
41113638-13,41113638,1,39,0,0,0,0,False,6083,190,37,14,131662,21,中文-普通话 國語,False,False,False,2023-11-12 12:54:54.024091,1 days 00:00:02.233241,13
40390740-13,40390740,0,26,8,0,0,0,True,4778,134,996,31,188946,69,English,False,False,False,2023-11-12 12:54:54.025633,1 days 00:00:02.233250,13
51290296-13,51290296,19,262,8,4,0,0,False,446,78,16,17,7033,2,English,False,False,True,2023-11-12 12:54:54.027118,1 days 00:00:02.228082,13
50022121-13,50022121,3,126,2,1,0,0,False,2203,86,61,5,10308,14,English,False,False,False,2023-11-12 12:54:54.029723,1 days 00:00:02.230336,13
51541324-13,51541324,1,3,1,0,0,0,False,0,0,0,0,2393,1,中文-普通话 國語,False,True,False,2023-11-12 12:54:54.031813,1 days 00:00:02.229169,13
51308215-13,51308215,8,78,2,1,0,0,False,127,14,0,2,2136,3,English,False,False,False,2023-11-12 12:54:54.033739,1 days 00:00:02.229446,13
51286216-13,51286216,1,30,0,0,0,0,True,313,19,4,1,11567,12,English,False,False,False,2023-11-12 12:54:54.034852,1 days 00:00:02.229432,13
44489113-13,44489113,7,68,3,0,0,0,False,15560,584,678,114,346099,133,English,False,False,False,2023-11-12 12:54:54.036422,1 days 00:00:02.229914,13
51483370-13,51483370,3,40,0,0,0,0,False,10,1,0,0,1465,1,Português brasileiro,False,True,False,2023-11-12 12:54:54.037430,1 days 00:00:02.230059,13
51541306-13,51541306,0,14,0,0,0,0,False,0,0,0,0,362,1,English,False,True,False,2023-11-12 12:54:54.038463,1 days 00:00:02.230166,13
51472843-13,51472843,5,75,6,0,2,0,False,151,25,2,5,3637,2,English,False,False,False,2023-11-12 12:54:54.039680,1 days 00:00:02.230171,13
51516235-13,51516235,15,285,17,1,0,0,False,243,40,20,7,3863,2,English,False,False,False,2023-11-12 12:54:54.041129,1 days 00:00:02.230369,13
51541315-13,51541315,0,13,0,0,0,0,False,0,0,0,0,536,1,English,False,False,False,2023-11-12 12:54:54.044027,1 days 00:00:02.228648,13
51541318-13,51541318,25,377,1,4,0,0,False,0,0,0,0,1037,1,English,False,False,False,2023-11-12 12:54:54.045170,1 days 00:00:02.228728,13
51313534-13,51313534,22,178,0,2,0,0,False,0,0,0,0,10089,1,English,False,True,False,2023-11-12 12:54:54.046666,1 days 00:00:02.228856,13
51541273-14,51541273,3,40,0,0,0,0,True,0,0,0,0,5297,5,English,False,False,True,2023-11-12 13:55:04.721074,1 days 00:00:01.365208,14
50706550-13,50706550,8,100,1,5,0,0,False,220,23,1,9,7524,2,English,False,False,False,2023-11-12 12:54:54.414160,1 days 00:00:02.264064,13
51541297-13,51541297,54,370,3,5,-5,0,False,0,0,0,0,2030,1,English,False,True,False,2023-11-12 12:54:54.415360,1 days 00:00:02.264156,13
51198349-13,51198349,11,134,3,2,0,0,False,414,48,0,0,0,9,English,False,False,False,2023-11-12 12:54:54.417149,1 days 00:00:02.264142,13
51541312-13,51541312,223,1128,17,23,0,0,False,0,0,0,0,4740,1,English,False,True,False,2023-11-12 12:54:54.418591,1 days 00:00:02.264075,13
47852392-13,47852392,0,3,0,0,0,0,False,181,1,0,0,55695,23,Magyar,False,False,False,2023-11-12 12:54:54.419786,1 days 00:00:02.264075,13
50042155-13,50042155,0,14,0,0,0,0,False,584,10,6,0,49096,18,中文-普通话 國語,False,False,False,2023-11-12 12:54:54.421205,1 days 00:00:02.264054,13
51541303-13,51541303,1,37,1,0,0,0,False,0,0,0,0,7433,1,English,False,False,False,2023-11-12 12:54:54.422714,1 days 00:00:02.264091,13
51105673-13,51105673,4,117,0,1,0,0,False,612,55,34,8,3561,7,English,False,False,True,2023-11-12 12:54:54.424041,1 days 00:00:02.264153,13
51541291-13,51541291,3,50,0,0,0,0,False,0,0,0,0,7567,1,中文-普通话 國語,False,False,True,2023-11-12 12:54:54.425190,1 days 00:00:02.264178,13
51541192-13,51541192,10,77,3,1,0,0,False,0,0,0,0,5810,1,English,False,True,True,2023-11-12 12:54:54.426540,1 days 00:00:02.264150,13
51516661-13,51516661,0,37,0,0,0,0,False,53,1,0,2,5054,2,English,False,False,True,2023-11-12 12:54:54.428086,1 days 00:00:02.264114,13
51541300-13,51541300,0,3,0,0,0,0,False,0,0,0,0,2130,1,中文-普通话 國語,False,True,False,2023-11-12 12:54:54.428956,1 days 00:00:02.264152,13
49836007-13,49836007,18,348,1,5,0,0,False,777,55,1,6,21199,2,English,False,True,False,2023-11-12 12:54:54.430533,1 days 00:00:01.819707,13
17285768-13,17285768,0,31,0,0,0,0,False,6640,146,202,28,226290,72,English,False,False,False,2023-11-12 12:54:54.432005,1 days 00:00:02.262630,13
51540916-13,51540916,6,193,1,0,0,0,False,2,0,0,0,16567,2,English,False,False,True,2023-11-12 12:54:54.433222,1 days 00:00:02.262692,13
51026338-13,51026338,0,4,2,0,0,0,False,13,3,4,0,4909,2,English,False,False,False,2023-11-12 12:54:54.434722,1 days 00:00:02.262712,13
51541288-13,51541288,1,10,0,0,0,0,False,0,0,0,0,2457,1,中文-普通话 國語,False,True,False,2023-11-12 12:54:54.435595,1 days 00:00:02.262774,13
51541279-13,51541279,11,246,1,0,0,0,False,0,0,0,0,7708,1,中文-普通话 國語,False,True,False,2023-11-12 12:54:54.436473,1 days 00:00:02.262887,13
51541270-13,51541270,10,93,6,1,0,0,False,0,0,0,0,4341,1,中文-普通话 國語,False,True,False,2023-11-12 12:54:54.437519,1 days 00:00:02.262975,13
51541183-13,51541183,0,37,0,0,0,0,False,0,0,0,0,26003,8,中文-普通话 國語,False,True,False,2023-11-12 12:54:54.914224,1 days 00:00:01.787167,13
51541267-13,51541267,0,12,0,0,0,0,False,0,0,0,0,988,1,English,False,True,False,2023-11-12 12:54:54.915248,1 days 00:00:01.787116,13
